CommonName,Species,Genus,Family,Order,Subclass
Libo Tube-nosed Bat,Murina_liboensis,Murina,Vespertilionidae,Chiroptera,Theria
Lorelie's Tube-nosed Bat,Murina_lorelieae,Murina,Vespertilionidae,Chiroptera,Theria
Peninsular Tube-nosed Bat,Murina_peninsularis,Murina,Vespertilionidae,Chiroptera,Theria
Rainforest Tube-nosed Bat,Murina_pluvialis,Murina,Vespertilionidae,Chiroptera,Theria
Taiwan Tube-nosed Bat,Murina_puta,Murina,Vespertilionidae,Chiroptera,Theria
Hidden Tube-nosed Bat,Murina_recondita,Murina,Vespertilionidae,Chiroptera,Theria
Gilded Tube-nosed Bat,Murina_rozendaali,Murina,Vespertilionidae,Chiroptera,Theria
Ryukyu Tube-nosed Bat,Murina_ryukyuana,Murina,Vespertilionidae,Chiroptera,Theria
Shuipu Tube-nosed Bat,Murina_shuipuensis,Murina,Vespertilionidae,Chiroptera,Theria
Brown Tube-nosed Bat,Murina_suilla,Murina,Vespertilionidae,Chiroptera,Theria
Gloomy Tube-nosed Bat,Murina_tenebrosa,Murina,Vespertilionidae,Chiroptera,Theria
Scully's Tube-nosed Bat,Murina_tubinaris,Murina,Vespertilionidae,Chiroptera,Theria
Ussuri Tube-nosed Bat,Murina_ussuriensis,Murina,Vespertilionidae,Chiroptera,Theria
Walston's Tube-nosed Bat,Murina_walstoni,Murina,Vespertilionidae,Chiroptera,Theria
Yuanyang Tube-nosed Bat,Murina_yuanyang,Murina,Vespertilionidae,Chiroptera,Theria
Yushu Tube-nosed Bat,Murina_yushuensis,Murina,Vespertilionidae,Chiroptera,Theria
Disk-footed Bat,Eudiscopus_denticulus,Eudiscopus,Vespertilionidae,Chiroptera,Theria
Gray Large-footed Myotis,Myotis_adversus,Myotis,Vespertilionidae,Chiroptera,Theria
Silver-tipped Myotis,Myotis_albescens,Myotis,Vespertilionidae,Chiroptera,Theria
Alcathoe Whiskered Myotis,Myotis_alcathoe,Myotis,Vespertilionidae,Chiroptera,Theria
Sichuan Myotis,Myotis_altarium,Myotis,Vespertilionidae,Chiroptera,Theria
Indochinese Whiskered Myotis,Myotis_alticraniatus,Myotis,Vespertilionidae,Chiroptera,Theria
Valley Myotis,Myotis_ancricola,Myotis,Vespertilionidae,Chiroptera,Theria
Anjouan Myotis,Myotis_anjouanensis,Myotis,Vespertilionidae,Chiroptera,Theria
Anna Tess's Myotis,Myotis_annatessae,Myotis,Vespertilionidae,Chiroptera,Theria
Hairy-faced Myotis,Myotis_annectans,Myotis,Vespertilionidae,Chiroptera,Theria
Valparaíso Myotis,Myotis_arescens,Myotis,Vespertilionidae,Chiroptera,Theria
Armién's Myotis,Myotis_armiensis,Myotis,Vespertilionidae,Chiroptera,Theria
Atacama Myotis,Myotis_atacamensis,Myotis,Vespertilionidae,Chiroptera,Theria
Peters's Myotis,Myotis_ater,Myotis,Vespertilionidae,Chiroptera,Theria
Sir David Attenborough's Myotis,Myotis_attenboroughi,Myotis,Vespertilionidae,Chiroptera,Theria
Southwestern Myotis,Myotis_auriculus,Myotis,Vespertilionidae,Chiroptera,Theria
Australian Myotis,Myotis_australis,Myotis,Vespertilionidae,Chiroptera,Theria
Southeastern Myotis,Myotis_austroriparius,Myotis,Vespertilionidae,Chiroptera,Theria
Baker's Myotis,Myotis_bakeri,Myotis,Vespertilionidae,Chiroptera,Theria
Barquez's Myotis,Myotis_barquezi,Myotis,Vespertilionidae,Chiroptera,Theria
Bartels's Myotis,Myotis_bartelsii,Myotis,Vespertilionidae,Chiroptera,Theria
Bechstein's Myotis,Myotis_bechsteinii,Myotis,Vespertilionidae,Chiroptera,Theria
Lesser Myotis,Myotis_blythii,Myotis,Vespertilionidae,Chiroptera,Theria
Bocage's Myotis,Myotis_bocagii,Myotis,Vespertilionidae,Chiroptera,Theria
Far Eastern Myotis,Myotis_bombinus,Myotis,Vespertilionidae,Chiroptera,Theria
Bornean Whiskered Myotis,Myotis_borneoensis,Myotis,Vespertilionidae,Chiroptera,Theria
Brandt's Myotis,Myotis_brandtii,Myotis,Vespertilionidae,Chiroptera,Theria
Bokhara Myotis,Myotis_bucharensis,Myotis,Vespertilionidae,Chiroptera,Theria
California Myotis,Myotis_californicus,Myotis,Vespertilionidae,Chiroptera,Theria
Long-fingered Myotis,Myotis_capaccinii,Myotis,Vespertilionidae,Chiroptera,Theria
Carter's Myotis,Myotis_carteri,Myotis,Vespertilionidae,Chiroptera,Theria
Colombian Black Myotis,Myotis_caucensis,Myotis,Vespertilionidae,Chiroptera,Theria
Chilean Myotis,Myotis_chiloensis,Myotis,Vespertilionidae,Chiroptera,Theria
Large Myotis,Myotis_chinensis,Myotis,Vespertilionidae,Chiroptera,Theria
Western Small-footed Myotis,Myotis_ciliolabrum,Myotis,Vespertilionidae,Chiroptera,Theria
Clyde Jones's Myotis,Myotis_clydejonesi,Myotis,Vespertilionidae,Chiroptera,Theria
Guatemalan Myotis,Myotis_cobanensis,Myotis,Vespertilionidae,Chiroptera,Theria
Cryptic Myotis,Myotis_crypticus,Myotis,Vespertilionidae,Chiroptera,Theria
Pond Myotis,Myotis_dasycneme,Myotis,Vespertilionidae,Chiroptera,Theria
Daubenton's Myotis,Myotis_daubentonii,Myotis,Vespertilionidae,Chiroptera,Theria
David's Myotis,Myotis_davidii,Myotis,Vespertilionidae,Chiroptera,Theria
Kock's Myotis,Myotis_dieteri,Myotis,Vespertilionidae,Chiroptera,Theria
Diminutive Myotis,Myotis_diminutus,Myotis,Vespertilionidae,Chiroptera,Theria
Dinelli's Myotis,Myotis_dinellii,Myotis,Vespertilionidae,Chiroptera,Theria
Dominican Myotis,Myotis_dominicensis,Myotis,Vespertilionidae,Chiroptera,Theria
Elegant Myotis,Myotis_elegans,Myotis,Vespertilionidae,Chiroptera,Theria
Geoffroy's Myotis,Myotis_emarginatus,Myotis,Vespertilionidae,Chiroptera,Theria
Escalera's Myotis,Myotis_escalerai,Myotis,Vespertilionidae,Chiroptera,Theria
Long-eared Myotis,Myotis_evotis,Myotis,Vespertilionidae,Chiroptera,Theria
Mexican Black Myotis,Myotis_extremus,Myotis,Vespertilionidae,Chiroptera,Theria
Malaysian Whiskered Myotis,Myotis_federatus,Myotis,Vespertilionidae,Chiroptera,Theria
Fringed Long-footed Myotis,Myotis_fimbriatus,Myotis,Vespertilionidae,Chiroptera,Theria
Findley's Myotis,Myotis_findleyi,Myotis,Vespertilionidae,Chiroptera,Theria
Black-and-orange Myotis,Myotis_formosus,Myotis,Vespertilionidae,Chiroptera,Theria
Cinnamon Myotis,Myotis_fortidens,Myotis,Vespertilionidae,Chiroptera,Theria
Fraternal Myotis,Myotis_frater,Myotis,Vespertilionidae,Chiroptera,Theria
Gomantong Myotis,Myotis_gomantongensis,Myotis,Vespertilionidae,Chiroptera,Theria
Malagasy Myotis,Myotis_goudotii,Myotis,Vespertilionidae,Chiroptera,Theria
Gray Myotis,Myotis_grisescens,Myotis,Vespertilionidae,Chiroptera,Theria
Guaraní Myotis,Myotis_guarani,Myotis,Vespertilionidae,Chiroptera,Theria
Handley's Myotis,Myotis_handleyi,Myotis,Vespertilionidae,Chiroptera,Theria
Lesser Large-footed Myotis,Myotis_hasseltii,Myotis,Vespertilionidae,Chiroptera,Theria
Hayes's Thick-thumbed Myotis,Myotis_hayesi,Myotis,Vespertilionidae,Chiroptera,Theria
Herman's Myotis,Myotis_hermani,Myotis,Vespertilionidae,Chiroptera,Theria
Horsfield's Myotis,Myotis_horsfieldii,Myotis,Vespertilionidae,Chiroptera,Theria
Hovel's Myotis,Myotis_hoveli,Myotis,Vespertilionidae,Chiroptera,Theria
Hyrcanian Myotis,Myotis_hyrcanicus,Myotis,Vespertilionidae,Chiroptera,Theria
Ikonnikov's Myotis,Myotis_ikonnikovi,Myotis,Vespertilionidae,Chiroptera,Theria
Indochinese Myotis,Myotis_indochinensis,Myotis,Vespertilionidae,Chiroptera,Theria
Insular Myotis,Myotis_insularum,Myotis,Vespertilionidae,Chiroptera,Theria
Izecksohn's Myotis,Myotis_izecksohni,Myotis,Vespertilionidae,Chiroptera,Theria
Southern Hairy-legged Myotis,Myotis_keaysi,Myotis,Vespertilionidae,Chiroptera,Theria
Keen's Myotis,Myotis_keenii,Myotis,Vespertilionidae,Chiroptera,Theria
Chinese Water Myotis,Myotis_laniger,Myotis,Vespertilionidae,Chiroptera,Theria
Lara Myotis,Myotis_larensis,Myotis,Vespertilionidae,Chiroptera,Theria
LaVal's Myotis,Myotis_lavali,Myotis,Vespertilionidae,Chiroptera,Theria
Eastern Small-footed Myotis,Myotis_leibii,Myotis,Vespertilionidae,Chiroptera,Theria
Yellowish Myotis,Myotis_levis,Myotis,Vespertilionidae,Chiroptera,Theria
Long-tailed Myotis,Myotis_longicaudatus,Myotis,Vespertilionidae,Chiroptera,Theria
Kashmir Cave Myotis,Myotis_longipes,Myotis,Vespertilionidae,Chiroptera,Theria
Little Brown Myotis,Myotis_lucifugus,Myotis,Vespertilionidae,Chiroptera,Theria
Big-footed Myotis,Myotis_macrodactylus,Myotis,Vespertilionidae,Chiroptera,Theria
Southern Myotis,Myotis_macropus,Myotis,Vespertilionidae,Chiroptera,Theria
Pallid Large-footed Myotis,Myotis_macrotarsus,Myotis,Vespertilionidae,Chiroptera,Theria
Schwartz's Myotis,Myotis_martiniquensis,Myotis,Vespertilionidae,Chiroptera,Theria
Golden Myotis,Myotis_midastactus,Myotis,Vespertilionidae,Chiroptera,Theria
Maluku Myotis,Myotis_moluccarum,Myotis,Vespertilionidae,Chiroptera,Theria
Burmese Whiskered Myotis,Myotis_montivagus,Myotis,Vespertilionidae,Chiroptera,Theria
Moratelli's Myotis,Myotis_moratellii,Myotis,Vespertilionidae,Chiroptera,Theria
Morris's Myotis,Myotis_morrisi,Myotis,Vespertilionidae,Chiroptera,Theria
Nepalese Whiskered Myotis,Myotis_muricola,Myotis,Vespertilionidae,Chiroptera,Theria
Greater Myotis,Myotis_myotis,Myotis,Vespertilionidae,Chiroptera,Theria
Common Whiskered Myotis,Myotis_mystacinus,Myotis,Vespertilionidae,Chiroptera,Theria
Natterer's Myotis,Myotis_nattereri,Myotis,Vespertilionidae,Chiroptera,Theria
Curaçao Myotis,Myotis_nesopolus,Myotis,Vespertilionidae,Chiroptera,Theria
Common Black Myotis,Myotis_nigricans,Myotis,Vespertilionidae,Chiroptera,Theria
Nimba Myotis,Myotis_nimbaensis,Myotis,Vespertilionidae,Chiroptera,Theria
Nepal Myotis,Myotis_nipalensis,Myotis,Vespertilionidae,Chiroptera,Theria
Corsican Myotis,Myotis_nustrale,Myotis,Vespertilionidae,Chiroptera,Theria
Barbados Myotis,Myotis_nyctor,Myotis,Vespertilionidae,Chiroptera,Theria
Arizona Myotis,Myotis_occultus,Myotis,Vespertilionidae,Chiroptera,Theria
Montane Myotis,Myotis_oxyotus,Myotis,Vespertilionidae,Chiroptera,Theria
Pampas Myotis,Myotis_pampa,Myotis,Vespertilionidae,Chiroptera,Theria
Peking Myotis,Myotis_pequinius,Myotis,Vespertilionidae,Chiroptera,Theria
Russian Myotis,Myotis_petax,Myotis,Vespertilionidae,Chiroptera,Theria
Peyton's Myotis,Myotis_peytoni,Myotis,Vespertilionidae,Chiroptera,Theria
Phan Luong's Myotis,Myotis_phanluongi,Myotis,Vespertilionidae,Chiroptera,Theria
Northern Hairy-legged Myotis,Myotis_pilosatibialis,Myotis,Vespertilionidae,Chiroptera,Theria
Rickett's Big-footed Myotis,Myotis_pilosus,Myotis,Vespertilionidae,Chiroptera,Theria
Flat-headed Myotis,Myotis_planiceps,Myotis,Vespertilionidae,Chiroptera,Theria
Frosted Myotis,Myotis_pruinosus,Myotis,Vespertilionidae,Chiroptera,Theria
Maghreb Myotis,Myotis_punicus,Myotis,Vespertilionidae,Chiroptera,Theria
Ridley's Myotis,Myotis_ridleyi,Myotis,Vespertilionidae,Chiroptera,Theria
Riparian Myotis,Myotis_riparius,Myotis,Vespertilionidae,Chiroptera,Theria
Thick-thumbed Myotis,Myotis_rosseti,Myotis,Vespertilionidae,Chiroptera,Theria
Red Myotis,Myotis_ruber,Myotis,Vespertilionidae,Chiroptera,Theria
Reddish-black Myotis,Myotis_rufoniger,Myotis,Vespertilionidae,Chiroptera,Theria
Orange-fingered Myotis,Myotis_rufopictus,Myotis,Vespertilionidae,Chiroptera,Theria
Schaub's Myotis,Myotis_schaubi,Myotis,Vespertilionidae,Chiroptera,Theria
Scott's Myotis,Myotis_scotti,Myotis,Vespertilionidae,Chiroptera,Theria
Long-toed Myotis,Myotis_secundus,Myotis,Vespertilionidae,Chiroptera,Theria
Northern Myotis,Myotis_septentrionalis,Myotis,Vespertilionidae,Chiroptera,Theria
Siberian Whiskered Myotis,Myotis_sibiricus,Myotis,Vespertilionidae,Chiroptera,Theria
Mandelli's Myotis,Myotis_sicarius,Myotis,Vespertilionidae,Chiroptera,Theria
Himalayan Whiskered Myotis,Myotis_siligorensis,Myotis,Vespertilionidae,Chiroptera,Theria
Velvety Myotis,Myotis_simus,Myotis,Vespertilionidae,Chiroptera,Theria
Indiana Myotis,Myotis_sodalis,Myotis,Vespertilionidae,Chiroptera,Theria
Reddish Myotis,Myotis_soror,Myotis,Vespertilionidae,Chiroptera,Theria
Sowerby's Whiskered Myotis,Myotis_sowerbyi,Myotis,Vespertilionidae,Chiroptera,Theria
Stalker's Myotis,Myotis_stalkeri,Myotis,Vespertilionidae,Chiroptera,Theria
Fringed Myotis,Myotis_thysanodes,Myotis,Vespertilionidae,Chiroptera,Theria
Temminck's Myotis,Myotis_tricolor,Myotis,Vespertilionidae,Chiroptera,Theria
Tschuli Myotis,Myotis_tschuliensis,Myotis,Vespertilionidae,Chiroptera,Theria
Cave Myotis,Myotis_velifer,Myotis,Vespertilionidae,Chiroptera,Theria
Fish-eating Myotis,Myotis_vivesi,Myotis,Vespertilionidae,Chiroptera,Theria
Long-legged Myotis,Myotis_volans,Myotis,Vespertilionidae,Chiroptera,Theria
Weber's Myotis,Myotis_weberi,Myotis,Vespertilionidae,Chiroptera,Theria
Welwitsch's Myotis,Myotis_welwitschii,Myotis,Vespertilionidae,Chiroptera,Theria
Yanbaru Whiskered Myotis,Myotis_yanbarensis,Myotis,Vespertilionidae,Chiroptera,Theria
Yuma Myotis,Myotis_yumanensis,Myotis,Vespertilionidae,Chiroptera,Theria
Zenati Myotis,Myotis_zenatius,Myotis,Vespertilionidae,Chiroptera,Theria
Himalayan Broad-muzzled Bat,Submyotodon_caliginosus,Submyotodon,Vespertilionidae,Chiroptera,Theria
Taiwan Broad-muzzled Bat,Submyotodon_latirostris,Submyotodon,Vespertilionidae,Chiroptera,Theria
Moupin Broad-muzzled Bat,Submyotodon_moupinensis,Submyotodon,Vespertilionidae,Chiroptera,Theria
Cuban Pallid Bat,Antrozous_koopmani,Antrozous,Vespertilionidae,Chiroptera,Theria
Common Pallid Bat,Antrozous_pallidus,Antrozous,Vespertilionidae,Chiroptera,Theria
Allen's Yellow Bat,Baeodon_alleni,Baeodon,Vespertilionidae,Chiroptera,Theria
Slender Yellow Bat,Baeodon_gracilis,Baeodon,Vespertilionidae,Chiroptera,Theria
Van Gelder's Bat,Bauerus_dubiaquercus,Bauerus,Vespertilionidae,Chiroptera,Theria
Yucatán Yellow Bat,Rhogeessa_aenea,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Bickham's Yellow Bat,Rhogeessa_bickhami,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Genoways's Yellow Bat,Rhogeessa_genowaysi,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Husson's Yellow Bat,Rhogeessa_hussoni,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Thomas's Yellow Bat,Rhogeessa_io,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Menchu's Yellow Bat,Rhogeessa_menchuae,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Tiny Yellow Bat,Rhogeessa_minutilla,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Least Yellow Bat,Rhogeessa_mira,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Northern Little Yellow Bat,Rhogeessa_parvula,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Nicaraguan Little Yellow Bat,Rhogeessa_permutandis,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Black-winged Little Yellow Bat,Rhogeessa_tumida,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Ecuadorian Little Yellow Bat,Rhogeessa_velilla,Rhogeessa,Vespertilionidae,Chiroptera,Theria
Bronze Sprite,Arielulus_circumdatus,Arielulus,Vespertilionidae,Chiroptera,Theria
Coppery Sprite,Arielulus_cuprosus,Arielulus,Vespertilionidae,Chiroptera,Theria
Social Sprite,Arielulus_societatis,Arielulus,Vespertilionidae,Chiroptera,Theria
Anatolian Serotine,Cnephaeus_anatolicus,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Botta's Serotine,Cnephaeus_bottae,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Horn-skinned Serotine,Cnephaeus_floweri,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Gobi Serotine,Cnephaeus_gobiensis,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Long-tailed Serotine,Cnephaeus_hottentotus,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Meridional Serotine,Cnephaeus_isabellinus,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Japanese Serotine,Cnephaeus_japonensis,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Kobayashi's Serotine,Cnephaeus_kobayashii,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Northern Serotine,Cnephaeus_nilssonii,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Ognev's Serotine,Cnephaeus_ognevi,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Oriental Serotine,Cnephaeus_pachyomus,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Thick-eared Serotine,Cnephaeus_pachyotis,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Lagos Serotine,Cnephaeus_platyops,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Eurasian Serotine,Cnephaeus_serotinus,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Sombre Serotine,Cnephaeus_tatei,Cnephaeus,Vespertilionidae,Chiroptera,Theria
Caribbean Brown Bat,Eptesicus_dutertreus,Eptesicus,Vespertilionidae,Chiroptera,Theria
Big Brown Bat,Eptesicus_fuscus,Eptesicus,Vespertilionidae,Chiroptera,Theria
Striped Butterfly Bat,Glauconycteris_alboguttata,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Common Butterfly Bat,Glauconycteris_argentata,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Blackish Butterfly Bat,Glauconycteris_atra,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Beatrix's Butterfly Bat,Glauconycteris_beatrix,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Curry's Butterfly Bat,Glauconycteris_curryae,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Bibundi Butterfly Bat,Glauconycteris_egeria,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Glen's Butterfly Bat,Glauconycteris_gleni,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Spotted Butterfly Bat,Glauconycteris_humeralis,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Kenyan Butterfly Bat,Glauconycteris_kenyacola,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Machado's Butterfly Bat,Glauconycteris_machadoi,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Abo Butterfly Bat,Glauconycteris_poensis,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Pied Butterfly Bat,Glauconycteris_superba,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Variegated Butterfly Bat,Glauconycteris_variegata,Glauconycteris,Vespertilionidae,Chiroptera,Theria
Blanford's False Serotine,Hesperoptenus_blanfordi,Hesperoptenus,Vespertilionidae,Chiroptera,Theria
Doria's False Serotine,Hesperoptenus_doriae,Hesperoptenus,Vespertilionidae,Chiroptera,Theria
Gaskell's False Serotine,Hesperoptenus_gaskelli,Hesperoptenus,Vespertilionidae,Chiroptera,Theria
Tickell's False Serotine,Hesperoptenus_tickelli,Hesperoptenus,Vespertilionidae,Chiroptera,Theria
Large False Serotine,Hesperoptenus_tomesi,Hesperoptenus,Vespertilionidae,Chiroptera,Theria
Strange Big-eared Brown Bat,Histiotus_alienus,Histiotus,Vespertilionidae,Chiroptera,Theria
Cadena-García's Big-eared Brown Bat,Histiotus_cadenai,Histiotus,Vespertilionidae,Chiroptera,Theria
Colombian Big-eared Brown Bat,Histiotus_colombiae,Histiotus,Vespertilionidae,Chiroptera,Theria
Transparent-winged Big-eared Brown Bat,Histiotus_diaphanopterus,Histiotus,Vespertilionidae,Chiroptera,Theria
Humboldt's Big-eared Brown Bat,Histiotus_humboldti,Histiotus,Vespertilionidae,Chiroptera,Theria
Thomas's Big-eared Brown Bat,Histiotus_laephotis,Histiotus,Vespertilionidae,Chiroptera,Theria
Common Big-eared Brown Bat,Histiotus_macrotus,Histiotus,Vespertilionidae,Chiroptera,Theria
Southern Big-eared Brown Bat,Histiotus_magellanicus,Histiotus,Vespertilionidae,Chiroptera,Theria
Moche Big-eared Brown Bat,Histiotus_mochica,Histiotus,Vespertilionidae,Chiroptera,Theria
Small Big-eared Brown Bat,Histiotus_montanus,Histiotus,Vespertilionidae,Chiroptera,Theria
Tropical Big-eared Brown Bat,Histiotus_velatus,Histiotus,Vespertilionidae,Chiroptera,Theria
Great Evening Bat,Ia_io,Ia,Vespertilionidae,Chiroptera,Theria
Silver-haired Bat,Lasionycteris_noctivagans,Lasionycteris,Vespertilionidae,Chiroptera,Theria
Little Black Serotine,Neoeptesicus_andinus,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Brazilian Serotine,Neoeptesicus_brasiliensis,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Chiriquinan Serotine,Neoeptesicus_chiriquinus,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Diminutive Serotine,Neoeptesicus_diminutus,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Argentine Serotine,Neoeptesicus_furinalis,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Harmless Serotine,Neoeptesicus_innoxius,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Langer's Serotine,Neoeptesicus_langeri,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Orinoco Serotine,Neoeptesicus_orinocensis,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Taddei's Serotine,Neoeptesicus_taddeii,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Ulapes Serotine,Neoeptesicus_ulapesensis,Neoeptesicus,Vespertilionidae,Chiroptera,Theria
Rüppell's Broad-nosed Bat,Scoteanax_rueppellii,Scoteanax,Vespertilionidae,Chiroptera,Theria
Harlequin Bat,Scotomanes_ornatus,Scotomanes,Vespertilionidae,Chiroptera,Theria
Inland Broad-nosed Bat,Scotorepens_balstoni,Scotorepens,Vespertilionidae,Chiroptera,Theria
Little Broad-nosed Bat,Scotorepens_greyii,Scotorepens,Vespertilionidae,Chiroptera,Theria
Eastern Broad-nosed Bat,Scotorepens_orion,Scotorepens,Vespertilionidae,Chiroptera,Theria
Northern Broad-nosed Bat,Scotorepens_sanborni,Scotorepens,Vespertilionidae,Chiroptera,Theria
Collared Sprite,Thainycteris_aureocollaris,Thainycteris,Vespertilionidae,Chiroptera,Theria
Necklace Sprite,Thainycteris_torquata,Thainycteris,Vespertilionidae,Chiroptera,Theria
Sind Bat,Rhyneptesicus_nasutus,Rhyneptesicus,Vespertilionidae,Chiroptera,Theria
Arequipa Red Bat,Lasiurus_arequipae,Lasiurus,Vespertilionidae,Chiroptera,Theria
Greater Red Bat,Lasiurus_atratus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Southern Red Bat,Lasiurus_blossevillii,Lasiurus,Vespertilionidae,Chiroptera,Theria
Eastern Red Bat,Lasiurus_borealis,Lasiurus,Vespertilionidae,Chiroptera,Theria
Tacarcunan Bat,Lasiurus_castaneus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Northern Hoary Bat,Lasiurus_cinereus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Jamaican Red Bat,Lasiurus_degelidus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Hairy-tailed Bat,Lasiurus_ebenus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Southern Yellow Bat,Lasiurus_ega,Lasiurus,Vespertilionidae,Chiroptera,Theria
Big Red Bat,Lasiurus_egregius,Lasiurus,Vespertilionidae,Chiroptera,Theria
Desert Red Bat,Lasiurus_frantzii,Lasiurus,Vespertilionidae,Chiroptera,Theria
Cuban Yellow Bat,Lasiurus_insularis,Lasiurus,Vespertilionidae,Chiroptera,Theria
Northern Yellow Bat,Lasiurus_intermedius,Lasiurus,Vespertilionidae,Chiroptera,Theria
Minor Red Bat,Lasiurus_minor,Lasiurus,Vespertilionidae,Chiroptera,Theria
Pfeiffer's Red Bat,Lasiurus_pfeifferi,Lasiurus,Vespertilionidae,Chiroptera,Theria
Seminole Bat,Lasiurus_seminolus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Hawaiian Hoary Bat,Lasiurus_semotus,Lasiurus,Vespertilionidae,Chiroptera,Theria
Cinnamon Red Bat,Lasiurus_varius,Lasiurus,Vespertilionidae,Chiroptera,Theria
